AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
15,HI,Hawaii,11-0000,Management Occupations,major,"32,060",1.9,55.539,1.15,43.56,"90,610",1.3,19.70,26.81,37.71,52.89,72.94,"40,980","55,770","78,440","110,010","151,710",,
15,HI,Hawaii,13-0000,Business and Financial Operations Occupations,major,"24,040",2.6,41.657,0.86,29.97,"62,340",1.9,16.30,21.35,27.74,36.22,45.17,"33,900","44,410","57,700","75,340","93,950",,
15,HI,Hawaii,15-0000,Computer and Mathematical Occupations,major,"9,030",4.9,15.639,0.59,33.84,"70,400",2.3,18.61,24.92,33.38,41.88,49.91,"38,700","51,840","69,430","87,120","103,810",,
15,HI,Hawaii,17-0000,Architecture and Engineering Occupations,major,"8,710",2.6,15.088,0.84,35.54,"73,920",2.1,19.69,26.45,35.16,43.76,51.44,"40,960","55,020","73,140","91,020","106,990",,
15,HI,Hawaii,19-0000,"Life, Physical, and Social Science Occupations",major,"5,970",2.2,10.347,1.23,31.86,"66,270",2.8,14.79,20.53,28.39,39.26,52.66,"30,770","42,700","59,050","81,670","109,540",,
15,HI,Hawaii,21-0000,Community and Social Service Occupations,major,"10,430",3.3,18.069,1.23,22.40,"46,590",2.2,12.12,15.67,21.07,27.95,35.05,"25,210","32,590","43,830","58,130","72,900",,
15,HI,Hawaii,23-0000,Legal Occupations,major,"3,310",3.8,5.737,0.73,41.75,"86,830",6.6,19.01,24.12,34.54,51.26,71.55,"39,540","50,170","71,850","106,620","148,820",,
15,HI,Hawaii,25-0000,"Education, Training, and Library Occupations",major,"40,180",2.4,69.604,1.06,23.34,"48,540",2.7,12.38,15.97,21.46,28.24,35.50,"25,760","33,220","44,630","58,740","73,830",,
15,HI,Hawaii,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"9,000",3.7,15.590,1.16,22.83,"47,490",2.6,8.80,12.21,18.70,27.78,39.49,"18,310","25,410","38,890","57,790","82,150",,
15,HI,Hawaii,29-0000,Healthcare Practitioners and Technical Occupations,major,"26,350",7.9,45.644,0.78,40.25,"83,730",3.2,18.28,25.13,35.22,47.82,60.33,"38,020","52,260","73,270","99,470","125,490",,
15,HI,Hawaii,31-0000,Healthcare Support Occupations,major,"14,660",5.1,25.394,0.82,15.16,"31,520",1.4,10.07,12.17,14.63,17.68,20.97,"20,950","25,320","30,420","36,770","43,610",,
15,HI,Hawaii,33-0000,Protective Service Occupations,major,"20,800",4.4,36.029,1.44,19.17,"39,880",6.1,8.76,11.85,17.52,23.86,31.80,"18,220","24,660","36,440","49,630","66,150",,
15,HI,Hawaii,35-0000,Food Preparation and Serving Related Occupations,major,"70,380",2.8,121.928,1.39,12.23,"25,440",1.5,7.83,8.52,10.14,15.14,20.05,"16,290","17,730","21,080","31,490","41,700",,
15,HI,Hawaii,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"33,200",2.7,57.522,1.76,14.14,"29,410",1.2,8.69,10.99,14.47,16.85,18.27,"18,080","22,870","30,110","35,060","38,000",,
15,HI,Hawaii,39-0000,Personal Care and Service Occupations,major,"19,320",5.8,33.467,1.19,12.35,"25,690",2.9,7.84,8.51,10.25,14.66,18.99,"16,300","17,700","21,320","30,490","39,500",,
15,HI,Hawaii,41-0000,Sales and Related Occupations,major,"60,120",2.3,104.157,0.98,15.80,"32,870",1.4,8.37,9.79,12.69,18.07,27.32,"17,400","20,350","26,400","37,590","56,820",,
15,HI,Hawaii,43-0000,Office and Administrative Support Occupations,major,"89,820",1.4,155.612,0.93,17.00,"35,360",0.9,9.79,12.45,16.19,20.76,25.53,"20,370","25,900","33,680","43,170","53,100",,
15,HI,Hawaii,45-0000,"Farming, Fishing, and Forestry Occupations",major,930,9.7,1.619,0.51,15.61,"32,470",4.1,8.87,10.71,15.04,18.67,23.43,"18,460","22,270","31,290","38,840","48,720",,
15,HI,Hawaii,47-0000,Construction and Extraction Occupations,major,"25,040",3.4,43.377,1.12,29.11,"60,550",1.2,15.97,21.06,29.32,35.80,43.50,"33,210","43,800","60,990","74,450","90,480",,
15,HI,Hawaii,49-0000,"Installation, Maintenance, and Repair Occupations",major,"22,470",2.6,38.923,1.00,23.67,"49,240",3.0,12.73,16.85,22.67,29.45,35.96,"26,470","35,050","47,160","61,250","74,790",,
15,HI,Hawaii,51-0000,Production Occupations,major,"13,980",3.8,24.215,0.37,18.01,"37,460",3.5,8.87,11.29,16.05,22.21,31.78,"18,450","23,490","33,380","46,200","66,110",,
15,HI,Hawaii,53-0000,Transportation and Material Moving Occupations,major,"37,430",3.5,64.842,0.96,18.22,"37,890",3.8,8.69,10.76,15.39,21.50,29.76,"18,070","22,370","32,010","44,720","61,910",,
16,ID,Idaho,11-0000,Management Occupations,major,"33,030",2.0,55.731,1.16,36.45,"75,810",1.2,15.25,22.17,32.24,44.72,62.15,"31,730","46,120","67,050","93,010","129,270",,
16,ID,Idaho,13-0000,Business and Financial Operations Occupations,major,"21,130",2.3,35.640,0.74,27.57,"57,350",1.7,14.12,18.74,25.04,33.67,43.46,"29,360","38,990","52,090","70,020","90,390",,
16,ID,Idaho,15-0000,Computer and Mathematical Occupations,major,"13,430",11.6,22.654,0.85,28.49,"59,260",3.4,13.39,18.86,27.45,36.70,44.62,"27,850","39,220","57,110","76,340","92,810",,
16,ID,Idaho,17-0000,Architecture and Engineering Occupations,major,"13,290",5.5,22.420,1.24,34.83,"72,440",1.9,17.95,24.40,33.11,43.61,54.30,"37,340","50,750","68,870","90,710","112,940",,
16,ID,Idaho,19-0000,"Life, Physical, and Social Science Occupations",major,"9,220",2.7,15.560,1.84,24.99,"51,970",2.7,12.02,15.06,22.04,31.08,40.79,"25,010","31,320","45,830","64,650","84,850",,
16,ID,Idaho,21-0000,Community and Social Service Occupations,major,"11,100",4.1,18.720,1.27,18.10,"37,650",1.5,9.07,13.65,17.84,21.87,26.98,"18,870","28,380","37,100","45,480","56,110",,
16,ID,Idaho,23-0000,Legal Occupations,major,"3,860",4.0,6.513,0.83,35.76,"74,370",4.5,14.96,19.25,28.80,45.03,66.23,"31,110","40,040","59,900","93,670","137,760",,
16,ID,Idaho,25-0000,"Education, Training, and Library Occupations",major,"38,010",2.9,64.129,0.98,17.99,"37,420",2.7,8.32,9.96,16.12,23.95,31.00,"17,310","20,720","33,540","49,820","64,480",,
16,ID,Idaho,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"7,350",4.4,12.405,0.92,17.50,"36,400",2.4,8.23,9.51,14.33,22.30,31.62,"17,120","19,790","29,800","46,380","65,760",,
16,ID,Idaho,29-0000,Healthcare Practitioners and Technical Occupations,major,"32,300",3.2,54.501,0.93,32.07,"66,700",2.0,13.91,19.20,26.63,35.43,53.70,"28,940","39,930","55,390","73,700","111,690",,
16,ID,Idaho,31-0000,Healthcare Support Occupations,major,"18,530",3.8,31.261,1.01,12.06,"25,080",1.2,8.16,9.35,11.32,13.98,17.11,"16,970","19,450","23,540","29,080","35,600",,
16,ID,Idaho,33-0000,Protective Service Occupations,major,"12,680",2.6,21.399,0.86,18.49,"38,460",3.0,8.60,11.40,16.99,23.47,30.97,"17,900","23,720","35,330","48,820","64,420",,
16,ID,Idaho,35-0000,Food Preparation and Serving Related Occupations,major,"48,770",3.1,82.278,0.94,9.54,"19,830",1.1,7.64,8.08,8.83,10.28,13.39,"15,880","16,820","18,370","21,380","27,840",,
16,ID,Idaho,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"19,610",3.5,33.076,1.01,11.42,"23,750",1.2,7.85,8.62,10.28,13.19,17.16,"16,320","17,920","21,380","27,440","35,700",,
16,ID,Idaho,39-0000,Personal Care and Service Occupations,major,"17,190",5.3,29.003,1.03,10.19,"21,200",1.2,7.67,8.18,9.02,10.97,14.35,"15,960","17,010","18,760","22,810","29,850",,
16,ID,Idaho,41-0000,Sales and Related Occupations,major,"60,980",3.0,102.875,0.97,16.19,"33,680",5.1,7.99,8.85,11.14,17.23,28.15,"16,610","18,420","23,170","35,830","58,560",,
16,ID,Idaho,43-0000,Office and Administrative Support Occupations,major,"97,850",1.6,165.079,0.99,14.45,"30,050",0.7,8.67,10.43,13.28,17.26,22.22,"18,030","21,690","27,610","35,890","46,220",,
16,ID,Idaho,45-0000,"Farming, Fishing, and Forestry Occupations",major,"4,930",8.0,8.324,2.61,13.03,"27,100",3.6,7.81,8.52,10.34,16.07,22.69,"16,250","17,710","21,510","33,430","47,190",,
16,ID,Idaho,47-0000,Construction and Extraction Occupations,major,"28,080",2.2,47.381,1.23,18.49,"38,460",1.2,10.63,13.46,17.30,22.65,28.08,"22,110","27,990","35,980","47,110","58,400",,
16,ID,Idaho,49-0000,"Installation, Maintenance, and Repair Occupations",major,"24,060",2.6,40.598,1.04,19.20,"39,940",0.9,10.07,13.33,17.95,23.51,29.66,"20,940","27,720","37,330","48,900","61,680",,
16,ID,Idaho,51-0000,Production Occupations,major,"36,370",2.4,61.354,0.94,15.17,"31,550",1.4,8.80,10.71,13.79,17.75,23.21,"18,310","22,270","28,690","36,910","48,270",,
16,ID,Idaho,53-0000,Transportation and Material Moving Occupations,major,"40,960",2.7,69.099,1.03,14.79,"30,760",1.1,8.43,10.17,13.55,17.80,22.65,"17,530","21,160","28,180","37,020","47,110",,
17,IL,Illinois,11-0000,Management Occupations,major,"313,930",1.1,56.318,1.17,48.29,"100,440",0.6,20.31,29.33,41.64,58.92,85.96,"42,240","61,010","86,610","122,550","178,810",,
17,IL,Illinois,13-0000,Business and Financial Operations Occupations,major,"300,320",1.6,53.877,1.12,33.04,"68,730",0.9,15.32,21.18,29.25,40.36,54.24,"31,870","44,050","60,840","83,950","112,830",,
17,IL,Illinois,15-0000,Computer and Mathematical Occupations,major,"128,460",3.6,23.046,0.87,36.63,"76,180",1.0,19.32,25.65,35.29,45.62,56.22,"40,180","53,360","73,400","94,890","116,930",,
17,IL,Illinois,17-0000,Architecture and Engineering Occupations,major,"82,770",5.6,14.848,0.82,35.40,"73,640",2.0,18.76,24.78,33.04,43.04,55.11,"39,030","51,530","68,730","89,530","114,620",,
17,IL,Illinois,19-0000,"Life, Physical, and Social Science Occupations",major,"32,200",6.6,5.777,0.68,34.20,"71,150",2.4,15.19,21.99,31.20,42.07,55.76,"31,600","45,740","64,890","87,500","115,980",,
17,IL,Illinois,21-0000,Community and Social Service Occupations,major,"72,940",2.4,13.085,0.89,21.97,"45,690",1.9,10.47,13.92,19.32,28.86,36.12,"21,770","28,940","40,190","60,020","75,140",,
17,IL,Illinois,23-0000,Legal Occupations,major,"44,570",2.4,7.997,1.02,52.92,"110,070",3.9,18.91,26.32,41.75,71.97,#,"39,340","54,750","86,850","149,690",#,,
17,IL,Illinois,25-0000,"Education, Training, and Library Occupations",major,"401,790",1.2,72.080,1.10,25.71,"53,480",2.9,9.53,14.74,22.98,33.01,43.50,"19,830","30,660","47,790","68,660","90,470",,
17,IL,Illinois,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"70,530",3.8,12.653,0.94,23.69,"49,280",1.7,9.26,13.24,20.34,30.23,41.88,"19,270","27,540","42,310","62,870","87,110",,
17,IL,Illinois,29-0000,Healthcare Practitioners and Technical Occupations,major,"326,920",1.8,58.649,1.00,34.36,"71,470",1.3,14.02,20.08,28.64,38.87,56.93,"29,150","41,760","59,560","80,850","118,410",,
17,IL,Illinois,31-0000,Healthcare Support Occupations,major,"159,410",3.1,28.597,0.93,13.28,"27,620",1.3,9.14,10.13,11.79,15.05,18.72,"19,010","21,060","24,530","31,310","38,930",,
17,IL,Illinois,33-0000,Protective Service Occupations,major,"141,550",2.2,25.394,1.02,21.61,"44,950",5.8,9.01,10.71,17.22,30.50,41.03,"18,730","22,280","35,810","63,450","85,350",,
17,IL,Illinois,35-0000,Food Preparation and Serving Related Occupations,major,"444,010",1.0,79.655,0.91,10.31,"21,440",0.6,8.51,8.75,9.14,10.53,13.85,"17,700","18,190","19,020","21,900","28,810",,
17,IL,Illinois,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"185,200",1.6,33.224,1.02,12.84,"26,710",0.8,8.70,9.24,11.28,14.67,18.75,"18,100","19,230","23,450","30,510","39,000",,
17,IL,Illinois,39-0000,Personal Care and Service Occupations,major,"141,600",2.7,25.402,0.90,12.18,"25,330",1.2,8.60,8.97,10.06,13.20,18.53,"17,880","18,650","20,930","27,460","38,540",,
17,IL,Illinois,41-0000,Sales and Related Occupations,major,"595,820",1.0,106.889,1.00,19.30,"40,140",1.2,8.74,9.22,12.19,22.20,39.05,"18,190","19,190","25,360","46,170","81,230",,
17,IL,Illinois,43-0000,Office and Administrative Support Occupations,major,"871,710",0.7,156.384,0.94,16.66,"34,650",0.4,9.24,11.37,15.19,20.52,26.31,"19,220","23,660","31,600","42,690","54,720",,
17,IL,Illinois,45-0000,"Farming, Fishing, and Forestry Occupations",major,"5,120",5.7,0.918,0.29,14.65,"30,470",2.7,8.76,9.46,12.09,17.88,26.13,"18,230","19,680","25,150","37,190","54,360",,
17,IL,Illinois,47-0000,Construction and Extraction Occupations,major,"201,230",2.1,36.100,0.93,26.06,"54,210",1.5,10.44,16.32,25.84,35.13,42.21,"21,700","33,950","53,750","73,070","87,800",,
17,IL,Illinois,49-0000,"Installation, Maintenance, and Repair Occupations",major,"188,520",1.6,33.820,0.87,21.83,"45,410",0.6,10.94,14.94,20.66,27.90,34.67,"22,760","31,070","42,980","58,020","72,110",,
17,IL,Illinois,51-0000,Production Occupations,major,"426,470",1.5,76.508,1.17,16.87,"35,090",0.7,9.13,11.02,15.09,20.74,27.56,"18,990","22,920","31,390","43,150","57,330",,
17,IL,Illinois,53-0000,Transportation and Material Moving Occupations,major,"439,130",1.5,78.779,1.17,16.40,"34,110",1.4,8.91,10.02,13.74,19.56,27.57,"18,530","20,840","28,580","40,690","57,340",,
18,IN,Indiana,11-0000,Management Occupations,major,"110,790",1.5,40.170,0.83,44.28,"92,110",0.6,19.90,27.41,38.59,53.54,75.14,"41,380","57,010","80,270","111,370","156,280",,
18,IN,Indiana,13-0000,Business and Financial Operations Occupations,major,"95,490",2.6,34.622,0.72,29.42,"61,180",0.7,15.09,19.71,26.45,35.37,45.49,"31,390","41,000","55,010","73,570","94,630",,
18,IN,Indiana,15-0000,Computer and Mathematical Occupations,major,"47,210",4.0,17.117,0.64,31.64,"65,810",0.9,16.23,22.25,30.47,39.63,47.70,"33,750","46,280","63,380","82,420","99,220",,
18,IN,Indiana,17-0000,Architecture and Engineering Occupations,major,"44,610",2.5,16.174,0.90,32.20,"66,980",1.1,18.16,23.61,30.76,39.32,47.63,"37,760","49,100","63,980","81,780","99,060",,
18,IN,Indiana,19-0000,"Life, Physical, and Social Science Occupations",major,"20,530",13.8,7.443,0.88,27.09,"56,350",2.7,13.12,17.33,22.78,33.20,45.35,"27,280","36,060","47,390","69,060","94,330",,
18,IN,Indiana,21-0000,Community and Social Service Occupations,major,"29,360",2.3,10.645,0.72,19.16,"39,850",1.1,11.28,13.95,17.43,22.61,29.97,"23,460","29,010","36,250","47,030","62,330",,
18,IN,Indiana,23-0000,Legal Occupations,major,"14,160",4.7,5.134,0.66,35.84,"74,550",3.6,13.71,17.70,26.43,47.70,66.69,"28,510","36,810","54,980","99,210","138,710",,
18,IN,Indiana,25-0000,"Education, Training, and Library Occupations",major,"160,230",2.4,58.093,0.89,21.66,"45,050",1.9,9.16,11.70,19.81,28.66,35.39,"19,050","24,340","41,210","59,610","73,620",,
18,IN,Indiana,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"30,410",2.4,11.025,0.82,18.87,"39,250",1.5,8.46,10.58,15.96,22.88,32.87,"17,590","22,000","33,190","47,580","68,380",,
18,IN,Indiana,29-0000,Healthcare Practitioners and Technical Occupations,major,"175,230",2.5,63.534,1.08,31.06,"64,610",1.2,13.57,18.22,24.72,33.87,51.97,"28,220","37,890","51,410","70,450","108,090",,
18,IN,Indiana,31-0000,Healthcare Support Occupations,major,"86,540",2.2,31.378,1.02,12.52,"26,030",0.7,8.40,9.78,11.43,14.21,17.80,"17,470","20,350","23,780","29,570","37,020",,
18,IN,Indiana,33-0000,Protective Service Occupations,major,"55,140",2.7,19.992,0.80,17.51,"36,420",1.6,8.72,11.34,16.55,22.42,27.82,"18,140","23,590","34,420","46,640","57,870",,
18,IN,Indiana,35-0000,Food Preparation and Serving Related Occupations,major,"254,150",0.8,92.146,1.05,9.57,"19,900",0.6,7.64,8.09,8.85,10.24,12.97,"15,890","16,830","18,410","21,290","26,980",,
18,IN,Indiana,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"83,490",1.8,30.270,0.93,11.49,"23,910",0.8,7.84,8.60,10.31,13.63,17.29,"16,310","17,900","21,450","28,350","35,960",,
18,IN,Indiana,39-0000,Personal Care and Service Occupations,major,"63,590",2.3,23.056,0.82,11.33,"23,570",1.2,7.74,8.36,9.45,12.40,17.69,"16,110","17,390","19,650","25,800","36,780",,
18,IN,Indiana,41-0000,Sales and Related Occupations,major,"286,130",1.0,103.742,0.98,16.47,"34,260",0.9,7.93,8.71,11.13,18.66,31.57,"16,490","18,120","23,160","38,810","65,670",,
18,IN,Indiana,43-0000,Office and Administrative Support Occupations,major,"409,680",0.9,148.536,0.89,15.09,"31,390",0.3,8.83,10.79,13.89,17.97,23.02,"18,360","22,440","28,900","37,380","47,890",,
18,IN,Indiana,45-0000,"Farming, Fishing, and Forestry Occupations",major,"2,970",6.6,1.077,0.34,13.61,"28,310",1.8,8.35,9.89,12.62,15.56,20.75,"17,370","20,560","26,260","32,370","43,150",,
18,IN,Indiana,47-0000,Construction and Extraction Occupations,major,"107,850",1.9,39.104,1.01,22.05,"45,870",0.8,11.94,15.22,20.32,28.43,35.08,"24,840","31,660","42,270","59,120","72,960",,
18,IN,Indiana,49-0000,"Installation, Maintenance, and Repair Occupations",major,"116,350",1.4,42.183,1.08,20.41,"42,460",0.6,11.04,14.63,19.31,25.29,31.93,"22,960","30,440","40,170","52,590","66,420",,
18,IN,Indiana,51-0000,Production Occupations,major,"323,350",1.3,117.236,1.80,16.31,"33,930",1.1,9.15,11.27,14.83,19.83,26.49,"19,040","23,450","30,860","41,240","55,090",,
18,IN,Indiana,53-0000,Transportation and Material Moving Occupations,major,"240,840",1.4,87.322,1.30,15.52,"32,290",0.8,8.43,10.20,13.81,18.78,25.17,"17,540","21,210","28,720","39,050","52,360",,
19,IA,Iowa,11-0000,Management Occupations,major,"62,310",1.2,43.001,0.89,42.03,"87,420",0.9,17.54,25.75,37.30,52.10,70.78,"36,480","53,570","77,580","108,380","147,230",,
19,IA,Iowa,13-0000,Business and Financial Operations Occupations,major,"59,290",1.5,40.915,0.85,27.44,"57,070",0.8,15.17,19.59,25.45,33.22,42.30,"31,550","40,750","52,950","69,100","87,980",,
19,IA,Iowa,15-0000,Computer and Mathematical Occupations,major,"28,520",3.7,19.682,0.74,31.58,"65,680",1.3,17.03,22.81,30.38,38.93,46.42,"35,420","47,450","63,190","80,970","96,560",,
19,IA,Iowa,17-0000,Architecture and Engineering Occupations,major,"18,500",2.7,12.767,0.71,31.53,"65,580",1.4,17.99,23.27,30.06,39.05,46.73,"37,420","48,410","62,530","81,210","97,190",,
19,IA,Iowa,19-0000,"Life, Physical, and Social Science Occupations",major,"11,250",2.6,7.766,0.92,25.90,"53,870",1.2,13.77,18.03,23.63,31.59,41.40,"28,650","37,500","49,150","65,700","86,100",,
19,IA,Iowa,21-0000,Community and Social Service Occupations,major,"24,220",2.6,16.714,1.13,17.79,"37,000",1.5,9.56,12.12,16.59,22.14,28.41,"19,890","25,200","34,500","46,040","59,090",,
19,IA,Iowa,23-0000,Legal Occupations,major,"6,830",3.2,4.711,0.60,33.03,"68,700",3.7,12.82,17.64,25.44,41.50,60.04,"26,670","36,700","52,910","86,320","124,880",,
19,IA,Iowa,25-0000,"Education, Training, and Library Occupations",major,"95,980",2.0,66.237,1.01,21.58,"44,890",4.9,9.46,12.60,18.98,26.69,35.37,"19,690","26,200","39,480","55,500","73,570",,
19,IA,Iowa,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"18,310",4.6,12.636,0.94,18.07,"37,590",2.3,8.27,9.90,15.05,22.49,31.13,"17,210","20,590","31,310","46,790","64,740",,
19,IA,Iowa,29-0000,Healthcare Practitioners and Technical Occupations,major,"82,040",2.4,56.612,0.97,30.77,"63,990",1.5,13.87,18.35,23.94,32.51,52.26,"28,850","38,180","49,800","67,620","108,700",,
19,IA,Iowa,31-0000,Healthcare Support Occupations,major,"45,030",2.4,31.077,1.01,12.71,"26,430",0.9,9.25,10.22,11.69,14.29,17.82,"19,240","21,250","24,320","29,720","37,070",,
19,IA,Iowa,33-0000,Protective Service Occupations,major,"22,520",2.4,15.543,0.62,18.16,"37,770",1.9,8.46,10.54,17.68,24.13,28.93,"17,590","21,920","36,780","50,200","60,180",,
19,IA,Iowa,35-0000,Food Preparation and Serving Related Occupations,major,"123,220",1.0,85.033,0.97,9.56,"19,880",0.6,7.67,8.12,8.87,10.31,13.05,"15,960","16,900","18,460","21,440","27,140",,
19,IA,Iowa,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"45,200",1.9,31.194,0.95,11.59,"24,100",0.8,7.92,8.74,10.57,13.65,17.18,"16,470","18,190","21,980","28,390","35,730",,
19,IA,Iowa,39-0000,Personal Care and Service Occupations,major,"37,030",2.6,25.552,0.91,11.18,"23,260",1.9,7.75,8.34,9.31,12.11,17.19,"16,130","17,340","19,370","25,200","35,750",,
19,IA,Iowa,41-0000,Sales and Related Occupations,major,"155,490",1.2,107.299,1.01,15.67,"32,590",0.9,7.92,8.66,10.78,18.20,29.24,"16,480","18,010","22,420","37,860","60,820",,
19,IA,Iowa,43-0000,Office and Administrative Support Occupations,major,"221,160",0.9,152.616,0.92,15.06,"31,330",0.6,8.82,10.87,13.95,18.08,23.01,"18,340","22,620","29,010","37,620","47,860",,
19,IA,Iowa,45-0000,"Farming, Fishing, and Forestry Occupations",major,"5,690",7.7,3.930,1.23,14.69,"30,560",1.8,9.16,10.68,13.36,17.38,22.67,"19,050","22,220","27,790","36,140","47,140",,
19,IA,Iowa,47-0000,Construction and Extraction Occupations,major,"57,910",1.7,39.960,1.03,19.39,"40,330",0.7,11.57,14.32,18.12,23.20,29.32,"24,070","29,780","37,690","48,250","60,980",,
19,IA,Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",major,"63,970",1.6,44.142,1.14,19.37,"40,280",0.6,10.90,14.12,18.50,23.37,29.08,"22,660","29,370","38,470","48,620","60,480",,
19,IA,Iowa,51-0000,Production Occupations,major,"150,580",2.2,103.913,1.59,15.65,"32,560",0.8,9.49,11.84,14.64,18.54,22.72,"19,740","24,630","30,460","38,570","47,260",,
19,IA,Iowa,53-0000,Transportation and Material Moving Occupations,major,"114,050",2.4,78.702,1.17,15.52,"32,290",1.0,8.78,10.79,14.37,18.60,23.85,"18,270","22,430","29,890","38,680","49,620",,
20,KS,Kansas,11-0000,Management Occupations,major,"55,370",1.5,42.329,0.88,45.50,"94,630",0.7,20.96,28.38,39.53,54.93,76.91,"43,600","59,030","82,230","114,260","159,980",,
20,KS,Kansas,13-0000,Business and Financial Operations Occupations,major,"57,140",3.5,43.685,0.91,29.86,"62,110",0.9,16.10,20.55,27.02,35.99,45.89,"33,490","42,750","56,200","74,860","95,450",,
20,KS,Kansas,15-0000,Computer and Mathematical Occupations,major,"28,500",5.5,21.789,0.82,33.71,"70,110",1.9,17.22,22.38,31.25,41.76,53.84,"35,820","46,550","65,000","86,870","111,990",,
20,KS,Kansas,17-0000,Architecture and Engineering Occupations,major,"24,710",11.9,18.894,1.05,34.09,"70,900",1.7,18.28,24.47,32.75,42.54,53.07,"38,030","50,900","68,120","88,480","110,390",,
20,KS,Kansas,19-0000,"Life, Physical, and Social Science Occupations",major,"8,900",4.1,6.808,0.81,28.12,"58,490",1.6,15.05,19.31,25.29,34.76,45.35,"31,310","40,160","52,610","72,300","94,330",,
20,KS,Kansas,21-0000,Community and Social Service Occupations,major,"15,600",3.2,11.926,0.81,18.04,"37,520",1.2,10.70,13.46,16.89,21.43,27.31,"22,260","27,990","35,130","44,570","56,810",,
20,KS,Kansas,23-0000,Legal Occupations,major,"7,170",4.4,5.482,0.70,36.79,"76,520",4.7,15.46,20.11,27.24,43.28,70.62,"32,160","41,820","56,670","90,020","146,890",,
20,KS,Kansas,25-0000,"Education, Training, and Library Occupations",major,"88,610",4.2,67.738,1.03,19.86,"41,310",2.1,9.53,11.91,18.62,24.63,31.97,"19,810","24,760","38,720","51,230","66,510",,
20,KS,Kansas,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"17,130",3.9,13.096,0.97,18.50,"38,480",1.7,8.35,10.21,16.10,23.09,32.19,"17,360","21,240","33,490","48,020","66,960",,
20,KS,Kansas,29-0000,Healthcare Practitioners and Technical Occupations,major,"75,190",4.3,57.482,0.98,31.69,"65,920",2.0,13.52,18.46,24.91,33.89,55.73,"28,130","38,390","51,810","70,490","115,920",,
20,KS,Kansas,31-0000,Healthcare Support Occupations,major,"44,760",3.0,34.218,1.11,12.06,"25,090",1.0,8.45,9.76,11.13,13.57,16.88,"17,580","20,290","23,160","28,220","35,110",,
20,KS,Kansas,33-0000,Protective Service Occupations,major,"28,190",5.5,21.551,0.86,17.79,"37,000",2.8,8.78,11.59,16.11,22.31,29.25,"18,260","24,100","33,510","46,400","60,830",,
20,KS,Kansas,35-0000,Food Preparation and Serving Related Occupations,major,"110,760",1.0,84.677,0.97,9.41,"19,580",0.7,7.63,8.07,8.81,10.05,12.66,"15,870","16,790","18,320","20,910","26,340",,
20,KS,Kansas,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"42,980",2.4,32.860,1.01,11.32,"23,540",1.0,7.83,8.57,10.15,13.12,16.94,"16,290","17,830","21,120","27,280","35,250",,
20,KS,Kansas,39-0000,Personal Care and Service Occupations,major,"40,540",3.0,30.989,1.10,10.57,"21,990",1.2,7.71,8.27,9.20,11.30,15.36,"16,030","17,190","19,130","23,500","31,940",,
20,KS,Kansas,41-0000,Sales and Related Occupations,major,"135,170",1.3,103.339,0.97,17.11,"35,600",1.1,7.93,8.72,11.22,20.24,33.98,"16,500","18,130","23,330","42,110","70,680",,
20,KS,Kansas,43-0000,Office and Administrative Support Occupations,major,"216,200",1.2,165.284,0.99,14.78,"30,740",0.4,8.73,10.63,13.62,17.64,22.72,"18,160","22,120","28,330","36,700","47,260",,
20,KS,Kansas,45-0000,"Farming, Fishing, and Forestry Occupations",major,"3,140",10.6,2.397,0.75,13.90,"28,920",2.9,8.43,10.01,12.60,16.50,22.02,"17,530","20,810","26,210","34,310","45,800",,
20,KS,Kansas,47-0000,Construction and Extraction Occupations,major,"57,610",2.1,44.040,1.14,19.17,"39,880",0.9,10.90,13.39,17.11,23.65,31.50,"22,670","27,850","35,590","49,190","65,520",,
20,KS,Kansas,49-0000,"Installation, Maintenance, and Repair Occupations",major,"54,590",2.8,41.735,1.07,20.29,"42,200",0.9,11.00,14.18,18.76,25.72,32.42,"22,880","29,500","39,020","53,500","67,430",,
20,KS,Kansas,51-0000,Production Occupations,major,"102,420",3.1,78.300,1.20,16.41,"34,140",2.6,9.25,11.44,14.41,20.13,27.00,"19,250","23,800","29,970","41,870","56,160",,
