AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
16,ID,Idaho,45-0000,"Farming, Fishing, and Forestry Occupations",major,"5,170",8.8,8.698,2.709,13.82,"28,750",4.8,7.73,8.75,11.34,16.11,23.24,"16,080","18,190","23,580","33,520","48,350",,
16,ID,Idaho,47-0000,Construction and Extraction Occupations,major,"29,920",2.8,50.309,1.261,18.35,"38,160",1.4,10.68,13.41,17.07,22.58,28.22,"22,220","27,900","35,510","46,960","58,700",,
16,ID,Idaho,49-0000,"Installation, Maintenance, and Repair Occupations",major,"24,740",3.3,41.605,1.073,18.81,"39,120",1.1,9.97,13.24,17.60,23.14,29.06,"20,730","27,530","36,610","48,130","60,450",,
16,ID,Idaho,51-0000,Production Occupations,major,"36,780",3.4,61.839,0.954,14.92,"31,030",1.3,8.86,10.76,13.61,17.35,22.88,"18,420","22,390","28,310","36,100","47,580",,
16,ID,Idaho,53-0000,Transportation and Material Moving Occupations,major,"41,270",2.9,69.384,1.032,14.39,"29,920",1.2,8.26,10.01,13.35,17.39,21.87,"17,190","20,830","27,780","36,180","45,490",,
17,IL,Illinois,11-0000,Management Occupations,major,"299,890",1.4,54.245,1.145,48.32,"100,510",0.6,20.05,29.11,41.95,59.92,#,"41,700","60,550","87,250","124,620",#,,
17,IL,Illinois,13-0000,Business and Financial Operations Occupations,major,"313,360",1.5,56.682,1.183,32.47,"67,530",0.8,15.07,20.74,28.75,39.52,52.68,"31,350","43,130","59,790","82,200","109,580",,
17,IL,Illinois,15-0000,Computer and Mathematical Occupations,major,"127,260",2.7,23.019,0.891,36.12,"75,130",0.9,19.16,25.50,34.61,45.16,55.81,"39,860","53,030","71,990","93,940","116,080",,
17,IL,Illinois,17-0000,Architecture and Engineering Occupations,major,"83,630",5.7,15.127,0.834,35.22,"73,270",2.0,18.85,24.81,32.84,42.90,53.91,"39,220","51,600","68,300","89,220","112,140",,
17,IL,Illinois,19-0000,"Life, Physical, and Social Science Occupations",major,"33,940",10.1,6.140,0.733,35.57,"73,990",3.6,15.45,21.95,31.48,45.11,62.09,"32,140","45,650","65,470","93,820","129,160",,
17,IL,Illinois,21-0000,Community and Social Service Occupations,major,"74,910",2.5,13.549,0.906,21.89,"45,530",2.3,10.09,13.64,19.14,28.55,36.22,"20,980","28,370","39,810","59,390","75,340",,
17,IL,Illinois,23-0000,Legal Occupations,major,"43,850",2.7,7.931,1.015,51.81,"107,770",3.6,18.84,26.31,42.09,70.56,#,"39,200","54,730","87,540","146,770",#,,
17,IL,Illinois,25-0000,"Education, Training, and Library Occupations",major,"405,940",1.2,73.427,1.103,27.06,"56,290",4.3,9.62,15.07,23.48,34.37,46.71,"20,010","31,350","48,850","71,480","97,170",,
17,IL,Illinois,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"69,980",3.7,12.658,0.937,23.67,"49,240",2.0,9.08,13.08,20.12,29.95,41.56,"18,880","27,210","41,860","62,290","86,440",,
17,IL,Illinois,29-0000,Healthcare Practitioners and Technical Occupations,major,"320,770",2.3,58.022,1.004,33.86,"70,440",1.4,14.00,19.58,28.25,38.68,55.79,"29,120","40,740","58,760","80,460","116,050",,
17,IL,Illinois,31-0000,Healthcare Support Occupations,major,"154,460",3.4,27.939,0.896,13.12,"27,290",1.4,8.90,9.83,11.68,15.10,19.12,"18,520","20,440","24,300","31,410","39,770",,
17,IL,Illinois,33-0000,Protective Service Occupations,major,"140,030",3.8,25.330,1.010,22.35,"46,500",7.1,8.95,10.83,18.39,32.28,42.23,"18,610","22,530","38,240","67,130","87,850",,
17,IL,Illinois,35-0000,Food Preparation and Serving Related Occupations,major,"441,480",1.0,79.857,0.920,10.28,"21,380",0.6,8.33,8.61,9.09,10.45,13.96,"17,330","17,920","18,900","21,740","29,040",,
17,IL,Illinois,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"184,030",1.7,33.287,1.013,12.85,"26,720",1.1,8.61,9.20,11.14,14.60,19.38,"17,910","19,130","23,170","30,360","40,310",,
17,IL,Illinois,39-0000,Personal Care and Service Occupations,major,"128,310",2.5,23.208,0.861,12.37,"25,720",1.2,8.48,8.88,9.93,13.46,19.75,"17,630","18,480","20,650","27,990","41,070",,
17,IL,Illinois,41-0000,Sales and Related Occupations,major,"583,370",1.1,105.523,0.998,18.85,"39,220",1.2,8.65,9.16,11.78,21.69,37.86,"18,000","19,050","24,510","45,120","78,740",,
17,IL,Illinois,43-0000,Office and Administrative Support Occupations,major,"880,460",0.7,159.260,0.941,16.52,"34,370",0.4,9.15,11.34,15.09,20.15,25.93,"19,030","23,580","31,390","41,910","53,920",,
17,IL,Illinois,45-0000,"Farming, Fishing, and Forestry Occupations",major,"5,170",7.4,0.935,0.291,15.41,"32,050",2.7,8.85,10.16,13.16,18.61,25.92,"18,410","21,130","27,380","38,710","53,920",,
17,IL,Illinois,47-0000,Construction and Extraction Occupations,major,"205,920",2.4,37.248,0.933,26.43,"54,970",1.4,10.61,16.49,26.24,35.75,42.41,"22,070","34,300","54,580","74,350","88,200",,
17,IL,Illinois,49-0000,"Installation, Maintenance, and Repair Occupations",major,"184,440",1.5,33.363,0.860,21.87,"45,500",0.7,10.76,14.69,20.59,27.92,34.64,"22,390","30,560","42,820","58,070","72,050",,
17,IL,Illinois,51-0000,Production Occupations,major,"413,970",1.5,74.880,1.155,16.66,"34,660",0.7,9.06,10.90,14.77,20.23,27.13,"18,840","22,670","30,720","42,090","56,430",,
17,IL,Illinois,53-0000,Transportation and Material Moving Occupations,major,"433,260",1.6,78.369,1.165,16.19,"33,670",1.3,8.77,9.85,13.65,19.26,26.96,"18,240","20,480","28,400","40,060","56,070",,
18,IN,Indiana,11-0000,Management Occupations,major,"104,600",1.6,38.386,0.810,43.70,"90,890",0.6,19.72,26.84,37.81,52.62,75.16,"41,020","55,830","78,630","109,450","156,330",,
18,IN,Indiana,13-0000,Business and Financial Operations Occupations,major,"92,730",3.0,34.030,0.710,28.88,"60,070",0.7,14.82,19.23,26.01,34.84,45.03,"30,830","40,010","54,110","72,470","93,660",,
18,IN,Indiana,15-0000,Computer and Mathematical Occupations,major,"46,930",3.5,17.222,0.667,30.85,"64,170",1.1,16.00,21.54,29.50,38.68,47.58,"33,270","44,800","61,350","80,460","98,970",,
18,IN,Indiana,17-0000,Architecture and Engineering Occupations,major,"44,260",3.2,16.243,0.895,31.53,"65,590",1.3,17.74,23.03,30.07,38.76,47.34,"36,910","47,910","62,540","80,620","98,470",,
18,IN,Indiana,19-0000,"Life, Physical, and Social Science Occupations",major,"17,180",17.3,6.306,0.753,25.78,"53,630",3.6,11.19,16.07,22.21,32.40,43.00,"23,280","33,430","46,200","67,390","89,440",,
18,IN,Indiana,21-0000,Community and Social Service Occupations,major,"28,990",2.1,10.640,0.711,19.07,"39,660",1.8,11.23,13.65,17.04,22.06,29.39,"23,350","28,400","35,450","45,880","61,130",,
18,IN,Indiana,23-0000,Legal Occupations,major,"13,070",4.5,4.798,0.614,35.32,"73,470",4.2,13.59,17.34,25.31,45.90,65.68,"28,260","36,070","52,640","95,460","136,620",,
18,IN,Indiana,25-0000,"Education, Training, and Library Occupations",major,"167,010",1.6,61.290,0.921,21.06,"43,810",1.8,8.91,11.43,19.15,27.88,34.53,"18,520","23,770","39,830","57,990","71,820",,
18,IN,Indiana,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"30,730",2.3,11.279,0.835,18.32,"38,090",1.3,8.28,10.53,15.36,22.35,31.47,"17,220","21,900","31,940","46,490","65,450",,
18,IN,Indiana,29-0000,Healthcare Practitioners and Technical Occupations,major,"171,680",2.5,63.004,1.090,30.67,"63,790",1.3,13.30,17.74,24.35,33.53,52.17,"27,660","36,910","50,640","69,740","108,520",,
18,IN,Indiana,31-0000,Healthcare Support Occupations,major,"84,450",1.9,30.991,0.994,12.45,"25,890",0.7,8.42,9.79,11.42,14.17,17.59,"17,510","20,360","23,760","29,470","36,590",,
18,IN,Indiana,33-0000,Protective Service Occupations,major,"57,040",2.6,20.932,0.835,17.40,"36,190",2.1,8.50,11.48,16.51,22.24,27.70,"17,680","23,870","34,350","46,260","57,620",,
18,IN,Indiana,35-0000,Food Preparation and Serving Related Occupations,major,"253,280",0.9,92.953,1.071,9.54,"19,850",0.6,7.48,7.81,8.71,10.28,13.09,"15,570","16,230","18,120","21,390","27,230",,
18,IN,Indiana,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"82,820",1.8,30.393,0.925,11.53,"23,990",0.8,7.75,8.56,10.34,13.66,17.23,"16,110","17,800","21,500","28,410","35,830",,
18,IN,Indiana,39-0000,Personal Care and Service Occupations,major,"62,710",2.3,23.015,0.854,11.33,"23,560",1.2,7.63,8.27,9.53,12.38,17.64,"15,860","17,190","19,820","25,760","36,690",,
18,IN,Indiana,41-0000,Sales and Related Occupations,major,"282,550",1.0,103.692,0.981,16.42,"34,160",0.8,7.62,8.47,10.93,18.70,32.13,"15,840","17,620","22,740","38,900","66,830",,
18,IN,Indiana,43-0000,Office and Administrative Support Occupations,major,"417,320",0.9,153.154,0.905,14.88,"30,960",0.3,8.63,10.68,13.71,17.74,22.85,"17,940","22,210","28,520","36,900","47,530",,
18,IN,Indiana,45-0000,"Farming, Fishing, and Forestry Occupations",major,"3,080",6.9,1.131,0.352,13.18,"27,410",2.3,7.74,9.33,12.40,15.34,20.01,"16,090","19,400","25,790","31,910","41,620",,
18,IN,Indiana,47-0000,Construction and Extraction Occupations,major,"106,990",2.0,39.265,0.984,21.52,"44,750",0.8,11.87,14.93,19.81,27.36,34.17,"24,690","31,060","41,210","56,900","71,060",,
18,IN,Indiana,49-0000,"Installation, Maintenance, and Repair Occupations",major,"114,700",1.6,42.096,1.085,20.08,"41,760",0.6,10.83,14.35,18.87,24.80,31.28,"22,530","29,850","39,260","51,590","65,060",,
18,IN,Indiana,51-0000,Production Occupations,major,"307,690",1.4,112.922,1.743,16.26,"33,830",0.9,9.16,11.34,14.89,19.70,25.91,"19,050","23,580","30,970","40,980","53,890",,
18,IN,Indiana,53-0000,Transportation and Material Moving Occupations,major,"235,040",1.5,86.258,1.283,15.32,"31,870",0.7,8.30,10.20,13.80,18.71,24.38,"17,270","21,220","28,690","38,910","50,700",,
19,IA,Iowa,11-0000,Management Occupations,major,"58,230",1.2,40.478,0.854,41.21,"85,720",0.9,16.95,25.19,36.37,50.71,70.06,"35,250","52,400","75,650","105,480","145,720",,
19,IA,Iowa,13-0000,Business and Financial Operations Occupations,major,"58,810",1.7,40.884,0.853,27.00,"56,150",0.8,15.14,19.22,25.01,32.43,41.00,"31,480","39,980","52,020","67,460","85,290",,
19,IA,Iowa,15-0000,Computer and Mathematical Occupations,major,"26,800",2.6,18.627,0.721,30.56,"63,550",0.9,16.93,22.21,29.66,37.94,45.40,"35,210","46,190","61,690","78,910","94,430",,
19,IA,Iowa,17-0000,Architecture and Engineering Occupations,major,"17,830",2.8,12.392,0.683,31.19,"64,870",1.4,17.68,22.93,29.75,38.47,46.19,"36,770","47,700","61,870","80,020","96,080",,
19,IA,Iowa,19-0000,"Life, Physical, and Social Science Occupations",major,"10,920",3.8,7.588,0.906,25.78,"53,630",1.4,13.13,17.64,23.53,31.40,41.71,"27,310","36,690","48,950","65,320","86,760",,
19,IA,Iowa,21-0000,Community and Social Service Occupations,major,"24,540",2.7,17.056,1.140,17.67,"36,760",1.5,9.36,12.35,16.61,21.80,28.01,"19,460","25,690","34,540","45,340","58,270",,
19,IA,Iowa,23-0000,Legal Occupations,major,"6,830",4.0,4.750,0.608,33.93,"70,570",4.1,13.27,18.33,26.48,41.53,60.92,"27,590","38,120","55,080","86,370","126,720",,
19,IA,Iowa,25-0000,"Education, Training, and Library Occupations",major,"97,730",1.7,67.939,1.021,20.68,"43,020",5.0,9.20,12.33,18.15,24.96,33.60,"19,140","25,650","37,750","51,910","69,890",,
19,IA,Iowa,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"18,190",3.5,12.645,0.936,18.17,"37,800",3.8,7.95,9.80,14.78,22.02,30.38,"16,540","20,390","30,740","45,800","63,190",,
19,IA,Iowa,29-0000,Healthcare Practitioners and Technical Occupations,major,"79,000",2.3,54.919,0.950,29.22,"60,770",1.2,13.33,17.64,23.08,30.93,47.62,"27,730","36,690","48,010","64,340","99,040",,
19,IA,Iowa,31-0000,Healthcare Support Occupations,major,"47,290",2.4,32.876,1.054,12.33,"25,640",0.9,8.76,10.02,11.50,13.98,17.21,"18,210","20,840","23,930","29,090","35,800",,
19,IA,Iowa,33-0000,Protective Service Occupations,major,"22,240",2.5,15.459,0.616,17.92,"37,270",2.1,8.44,10.47,17.17,24.25,28.92,"17,560","21,780","35,710","50,440","60,160",,
19,IA,Iowa,35-0000,Food Preparation and Serving Related Occupations,major,"124,030",1.1,86.219,0.994,9.37,"19,480",0.6,7.59,7.84,8.69,9.97,12.50,"15,800","16,300","18,070","20,740","25,990",,
19,IA,Iowa,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"45,620",2.1,31.711,0.965,11.45,"23,830",0.8,7.80,8.67,10.46,13.39,16.85,"16,230","18,040","21,750","27,840","35,040",,
19,IA,Iowa,39-0000,Personal Care and Service Occupations,major,"34,840",2.4,24.218,0.899,11.25,"23,400",2.0,7.67,8.19,9.31,12.33,17.40,"15,950","17,030","19,360","25,660","36,190",,
19,IA,Iowa,41-0000,Sales and Related Occupations,major,"155,450",1.3,108.064,1.022,15.45,"32,140",0.9,7.67,8.49,10.71,17.90,28.82,"15,950","17,660","22,270","37,240","59,940",,
19,IA,Iowa,43-0000,Office and Administrative Support Occupations,major,"226,670",1.0,157.573,0.931,14.75,"30,680",0.6,8.64,10.69,13.69,17.72,22.59,"17,960","22,220","28,470","36,850","46,990",,
19,IA,Iowa,45-0000,"Farming, Fishing, and Forestry Occupations",major,"5,570",8.9,3.874,1.207,13.87,"28,840",2.0,8.33,10.03,12.08,16.34,22.35,"17,330","20,860","25,130","33,990","46,480",,
19,IA,Iowa,47-0000,Construction and Extraction Occupations,major,"58,370",2.2,40.576,1.017,19.01,"39,550",0.7,11.37,14.00,17.82,22.85,28.76,"23,640","29,130","37,070","47,530","59,820",,
19,IA,Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",major,"63,590",1.8,44.207,1.140,19.10,"39,720",0.6,10.74,13.86,18.23,23.40,28.85,"22,350","28,830","37,920","48,680","60,000",,
19,IA,Iowa,51-0000,Production Occupations,major,"145,540",2.5,101.176,1.561,15.44,"32,110",0.8,9.42,11.72,14.37,18.15,22.66,"19,590","24,370","29,890","37,760","47,140",,
19,IA,Iowa,53-0000,Transportation and Material Moving Occupations,major,"110,430",2.4,76.768,1.141,15.20,"31,610",1.3,8.66,10.67,13.96,18.10,23.25,"18,020","22,200","29,030","37,650","48,360",,
20,KS,Kansas,11-0000,Management Occupations,major,"58,060",1.6,44.495,0.939,44.00,"91,520",0.8,20.29,27.38,38.51,52.76,73.50,"42,200","56,950","80,100","109,750","152,880",,
20,KS,Kansas,13-0000,Business and Financial Operations Occupations,major,"57,490",2.8,44.061,0.919,29.01,"60,340",0.9,15.61,20.07,26.27,35.16,45.20,"32,460","41,740","54,650","73,140","94,010",,
20,KS,Kansas,15-0000,Computer and Mathematical Occupations,major,"27,620",4.3,21.170,0.819,32.13,"66,830",1.4,16.83,21.77,30.06,39.58,49.67,"35,010","45,290","62,520","82,330","103,310",,
20,KS,Kansas,17-0000,Architecture and Engineering Occupations,major,"23,010",7.7,17.633,0.972,32.70,"68,020",1.7,16.79,23.14,31.06,40.91,51.41,"34,920","48,130","64,610","85,100","106,920",,
20,KS,Kansas,19-0000,"Life, Physical, and Social Science Occupations",major,"9,050",5.6,6.938,0.828,27.70,"57,620",2.4,14.61,19.17,24.97,34.04,44.95,"30,390","39,870","51,930","70,800","93,500",,
20,KS,Kansas,21-0000,Community and Social Service Occupations,major,"15,490",2.5,11.872,0.794,17.86,"37,160",1.4,10.32,13.13,16.86,21.58,27.40,"21,460","27,320","35,080","44,890","56,990",,
20,KS,Kansas,23-0000,Legal Occupations,major,"7,610",3.7,5.834,0.747,37.70,"78,410",4.9,15.61,20.10,27.48,45.14,72.27,"32,470","41,800","57,150","93,890","150,320",,
20,KS,Kansas,25-0000,"Education, Training, and Library Occupations",major,"92,090",2.3,70.581,1.061,19.78,"41,140",2.0,9.43,12.16,18.70,24.50,31.04,"19,610","25,280","38,900","50,950","64,570",,
20,KS,Kansas,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"16,580",3.7,12.709,0.941,18.07,"37,590",2.0,8.00,9.86,15.54,22.59,30.89,"16,640","20,520","32,310","46,980","64,250",,
20,KS,Kansas,29-0000,Healthcare Practitioners and Technical Occupations,major,"74,660",3.7,57.219,0.990,30.82,"64,100",2.0,13.32,18.13,24.33,33.04,53.76,"27,710","37,710","50,610","68,710","111,820",,
20,KS,Kansas,31-0000,Healthcare Support Occupations,major,"42,640",3.0,32.682,1.048,12.01,"24,990",1.0,8.36,9.62,11.08,13.56,16.94,"17,380","20,010","23,050","28,210","35,230",,
20,KS,Kansas,33-0000,Protective Service Occupations,major,"26,990",3.1,20.688,0.825,17.43,"36,250",2.5,8.46,11.00,15.49,21.71,28.60,"17,600","22,880","32,210","45,150","59,500",,
20,KS,Kansas,35-0000,Food Preparation and Serving Related Occupations,major,"111,300",1.3,85.304,0.983,9.40,"19,550",0.7,7.49,7.81,8.66,9.96,12.61,"15,570","16,240","18,010","20,720","26,240",,
20,KS,Kansas,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"41,980",2.1,32.177,0.979,11.28,"23,460",1.1,7.68,8.46,10.14,13.07,16.73,"15,970","17,590","21,080","27,180","34,800",,
20,KS,Kansas,39-0000,Personal Care and Service Occupations,major,"36,960",3.3,28.327,1.051,10.58,"22,000",1.7,7.61,8.16,9.12,11.17,15.45,"15,840","16,970","18,970","23,220","32,130",,
20,KS,Kansas,41-0000,Sales and Related Occupations,major,"131,100",1.6,100.473,0.950,16.77,"34,880",1.2,7.63,8.51,11.17,19.67,33.40,"15,880","17,710","23,240","40,900","69,460",,
20,KS,Kansas,43-0000,Office and Administrative Support Occupations,major,"215,830",1.2,165.418,0.978,14.36,"29,880",0.6,8.48,10.42,13.32,17.14,22.07,"17,640","21,680","27,700","35,650","45,910",,
20,KS,Kansas,45-0000,"Farming, Fishing, and Forestry Occupations",major,**,**,**,**,13.20,"27,450",3.4,7.97,9.22,11.68,16.02,21.00,"16,580","19,170","24,300","33,320","43,680",,
20,KS,Kansas,47-0000,Construction and Extraction Occupations,major,"59,200",2.3,45.368,1.137,18.89,"39,290",0.9,10.87,13.22,16.75,23.18,30.92,"22,600","27,510","34,840","48,220","64,300",,
20,KS,Kansas,49-0000,"Installation, Maintenance, and Repair Occupations",major,"56,200",2.3,43.075,1.111,19.79,"41,160",1.0,10.73,13.93,18.54,24.97,30.94,"22,320","28,980","38,560","51,930","64,360",,
20,KS,Kansas,51-0000,Production Occupations,major,"108,310",1.9,83.010,1.281,16.17,"33,630",2.6,9.01,11.22,14.44,19.80,26.34,"18,740","23,330","30,040","41,170","54,790",,
20,KS,Kansas,53-0000,Transportation and Material Moving Occupations,major,"89,720",2.7,68.764,1.022,15.00,"31,200",1.5,8.11,9.83,13.33,18.28,24.45,"16,870","20,440","27,730","38,020","50,860",,
21,KY,Kentucky,11-0000,Management Occupations,major,"78,120",1.5,45.522,0.961,40.59,"84,420",0.6,18.84,25.64,35.65,48.68,67.83,"39,190","53,330","74,150","101,250","141,100",,
21,KY,Kentucky,13-0000,Business and Financial Operations Occupations,major,"57,280",2.7,33.377,0.696,26.28,"54,660",0.7,13.94,18.21,23.86,31.92,41.36,"29,000","37,870","49,640","66,400","86,020",,
21,KY,Kentucky,15-0000,Computer and Mathematical Occupations,major,"26,740",6.6,15.582,0.603,29.80,"61,990",1.3,15.60,20.61,28.15,36.93,46.67,"32,450","42,870","58,560","76,810","97,080",,
21,KY,Kentucky,17-0000,Architecture and Engineering Occupations,major,"22,290",3.6,12.988,0.716,30.21,"62,830",1.2,15.58,20.99,28.58,37.70,47.73,"32,400","43,670","59,450","78,410","99,280",,
21,KY,Kentucky,19-0000,"Life, Physical, and Social Science Occupations",major,"9,450",2.8,5.506,0.657,24.25,"50,440",1.6,13.26,17.34,22.56,29.65,37.81,"27,580","36,070","46,920","61,680","78,650",,
21,KY,Kentucky,21-0000,Community and Social Service Occupations,major,"24,080",2.1,14.034,0.938,18.12,"37,700",0.9,10.03,13.09,17.17,21.78,28.32,"20,870","27,240","35,720","45,290","58,900",,
21,KY,Kentucky,23-0000,Legal Occupations,major,"10,430",3.5,6.078,0.778,34.49,"71,740",3.0,14.62,18.23,26.05,44.74,64.55,"30,420","37,930","54,180","93,070","134,250",,
21,KY,Kentucky,25-0000,"Education, Training, and Library Occupations",major,"109,080",1.3,63.564,0.955,22.50,"46,790",2.0,10.29,15.29,21.42,27.08,33.09,"21,400","31,800","44,540","56,330","68,820",,
21,KY,Kentucky,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"15,770",2.8,9.188,0.680,18.16,"37,780",1.5,8.47,11.09,16.23,22.66,30.65,"17,610","23,060","33,750","47,130","63,760",,
21,KY,Kentucky,29-0000,Healthcare Practitioners and Technical Occupations,major,"112,830",2.7,65.752,1.138,29.82,"62,020",1.3,12.70,17.85,24.40,32.49,51.29,"26,410","37,120","50,760","67,580","106,690",,
21,KY,Kentucky,31-0000,Healthcare Support Occupations,major,"50,090",2.3,29.189,0.936,12.42,"25,840",0.8,8.33,9.75,11.67,14.10,17.43,"17,330","20,280","24,280","29,330","36,250",,
21,KY,Kentucky,33-0000,Protective Service Occupations,major,"36,430",4.2,21.226,0.846,15.50,"32,230",2.0,8.17,9.76,13.75,19.92,24.79,"17,000","20,310","28,600","41,430","51,560",,
21,KY,Kentucky,35-0000,Food Preparation and Serving Related Occupations,major,"158,460",1.5,92.342,1.064,9.29,"19,310",0.6,7.46,7.74,8.57,9.82,12.32,"15,520","16,100","17,830","20,420","25,630",,
21,KY,Kentucky,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"51,270",2.0,29.877,0.909,10.55,"21,950",0.9,7.59,8.21,9.44,11.74,15.19,"15,790","17,070","19,630","24,420","31,600",,
21,KY,Kentucky,39-0000,Personal Care and Service Occupations,major,"37,990",3.0,22.137,0.821,10.73,"22,310",1.1,7.59,8.14,9.21,11.71,15.95,"15,780","16,930","19,150","24,350","33,170",,
21,KY,Kentucky,41-0000,Sales and Related Occupations,major,"173,470",1.3,101.085,0.956,15.06,"31,330",1.3,7.55,8.23,10.05,16.38,27.07,"15,700","17,130","20,910","34,070","56,310",,
21,KY,Kentucky,43-0000,Office and Administrative Support Occupations,major,"281,170",1.3,163.845,0.968,14.34,"29,830",0.4,8.42,10.30,13.33,17.28,22.01,"17,510","21,420","27,730","35,950","45,780",,
21,KY,Kentucky,45-0000,"Farming, Fishing, and Forestry Occupations",major,"4,710",8.6,2.745,0.855,12.03,"25,030",1.6,7.91,8.83,10.78,13.81,18.20,"16,450","18,370","22,420","28,730","37,860",,
21,KY,Kentucky,47-0000,Construction and Extraction Occupations,major,"72,450",1.8,42.221,1.058,18.58,"38,640",1.1,10.11,13.10,17.32,22.58,29.04,"21,020","27,240","36,020","46,960","60,410",,
21,KY,Kentucky,49-0000,"Installation, Maintenance, and Repair Occupations",major,"77,290",1.8,45.039,1.161,18.83,"39,170",0.8,9.97,12.98,17.71,23.50,29.36,"20,730","27,000","36,840","48,890","61,080",,
21,KY,Kentucky,51-0000,Production Occupations,major,"156,950",2.9,91.459,1.411,16.06,"33,400",1.7,8.94,11.21,14.73,19.52,25.87,"18,600","23,310","30,640","40,600","53,800",,
21,KY,Kentucky,53-0000,Transportation and Material Moving Occupations,major,"149,710",1.7,87.243,1.297,16.21,"33,710",4.0,8.18,9.97,13.47,18.77,25.62,"17,020","20,750","28,010","39,040","53,280",,
22,LA,Louisiana,11-0000,Management Occupations,major,"82,130",1.2,44.813,0.946,41.31,"85,930",0.6,19.25,25.84,35.01,48.61,71.33,"40,030","53,740","72,830","101,110","148,360",,
22,LA,Louisiana,13-0000,Business and Financial Operations Occupations,major,"56,670",1.7,30.917,0.645,26.60,"55,340",1.2,14.71,18.54,24.17,32.02,41.57,"30,600","38,570","50,280","66,600","86,460",,
22,LA,Louisiana,15-0000,Computer and Mathematical Occupations,major,"18,060",3.3,9.856,0.381,28.12,"58,500",1.2,15.39,19.75,26.35,34.42,43.15,"32,010","41,070","54,810","71,600","89,750",,
22,LA,Louisiana,17-0000,Architecture and Engineering Occupations,major,"32,880",3.3,17.940,0.989,35.42,"73,670",1.8,16.71,23.04,32.34,44.53,58.20,"34,750","47,920","67,260","92,610","121,060",,
22,LA,Louisiana,19-0000,"Life, Physical, and Social Science Occupations",major,"11,150",3.5,6.083,0.726,28.61,"59,510",1.4,14.83,19.43,26.69,35.03,45.46,"30,840","40,420","55,510","72,870","94,550",,
22,LA,Louisiana,21-0000,Community and Social Service Occupations,major,"27,580",2.3,15.046,1.006,19.16,"39,850",1.2,9.28,12.82,18.37,24.97,30.11,"19,290","26,680","38,200","51,930","62,640",,
22,LA,Louisiana,23-0000,Legal Occupations,major,"14,200",3.1,7.745,0.992,35.04,"72,890",3.4,14.23,19.07,26.44,43.26,66.95,"29,600","39,670","55,000","89,990","139,250",,
22,LA,Louisiana,25-0000,"Education, Training, and Library Occupations",major,"109,660",1.3,59.832,0.899,21.01,"43,690",1.3,8.65,15.14,21.31,25.59,29.95,"17,990","31,500","44,330","53,230","62,310",,
22,LA,Louisiana,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"15,760",4.8,8.601,0.637,19.50,"40,550",3.0,8.69,11.37,16.29,23.98,33.77,"18,070","23,650","33,870","49,870","70,250",,
22,LA,Louisiana,29-0000,Healthcare Practitioners and Technical Occupations,major,"117,510",1.7,64.112,1.109,29.27,"60,870",1.4,13.36,17.51,23.96,32.27,49.60,"27,800","36,430","49,840","67,120","103,180",,
22,LA,Louisiana,31-0000,Healthcare Support Occupations,major,"58,010",2.0,31.652,1.015,10.78,"22,410",0.8,7.69,8.43,9.81,12.18,15.33,"16,000","17,520","20,400","25,340","31,880",,
22,LA,Louisiana,33-0000,Protective Service Occupations,major,"55,860",2.2,30.475,1.215,16.81,"34,970",1.4,8.68,10.92,15.01,21.12,27.10,"18,060","22,700","31,230","43,930","56,370",,
22,LA,Louisiana,35-0000,Food Preparation and Serving Related Occupations,major,"160,260",1.1,87.438,1.008,9.39,"19,530",0.7,7.45,7.72,8.53,9.72,12.85,"15,500","16,050","17,740","20,210","26,730",,
22,LA,Louisiana,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"55,630",2.0,30.350,0.924,10.22,"21,260",0.7,7.54,8.04,9.19,11.38,14.39,"15,690","16,720","19,120","23,670","29,930",,
22,LA,Louisiana,39-0000,Personal Care and Service Occupations,major,"53,580",2.6,29.233,1.085,10.39,"21,620",1.0,7.53,7.97,8.91,11.19,15.84,"15,670","16,570","18,540","23,280","32,950",,
22,LA,Louisiana,41-0000,Sales and Related Occupations,major,"198,990",1.2,108.570,1.027,14.24,"29,630",0.9,7.55,8.26,10.16,16.41,26.32,"15,710","17,180","21,130","34,130","54,740",,
